0,62.893
0.00098884,62.977
0.0034346,63.06
0.0068075,63.144
0.010672,63.17
0.016399,62.205
0.024125,60.653
0.033215,59.476
0.043385,59.481
0.055966,60.211
0.070661,61.11
0.086873,61.697
0.10472,61.566
0.12513,60.913
0.14752,60.216
0.17122,59.958
0.19672,60.833
0.22432,62.506
0.25337,64.015
0.28329,64.408
0.31473,63.401
0.34747,61.845
0.38089,60.703
0.41461,61.008
0.44922,63.08
0.4842,65.6
0.51887,67.125
0.5531,66.477
0.58734,64.316
0.62092,62.084
0.65315,61.222
0.68435,62.567
0.71464,65.053
0.74348,67.235
0.77039,67.789
0.79599,67.307
0.82018,66.57
0.84258,66.059
0.86306,66.076
0.88228,66.16
0.89999,66.243
0.91581,66.327
0.9299,65.848
0.94286,64.415
0.95436,62.973
0.96406,62.472
0.97254,62.774
0.98007,63.383
0.98637,64.24
0.99123,65.625
0.99553,70.043
0.99914,75.641
1.0016,79.475
1.0028,79.257
1.0037,76.571
1.0044,73.441
1.0047,71.793
1.0043,72.471
1.0031,74.09
1.0015,75.68
0.99974,76.253
0.99763,74.219
0.99504,70.512
0.99216,67.137
0.98918,65.773
0.98591,65.052
0.98236,64.544
0.97862,64.33
0.97471,65.218
0.97053,68.693
0.96615,73.217
0.96168,77.058
0.95712,79.651
0.95243,81.942
0.94761,84.126
0.94268,86.387
0.9376,88.6
0.93239,90.805
0.92709,93.192
0.92172,96.14
0.91625,100.46
0.9107,104.77
0.90513,107.34
0.89957,107.47
0.894,107.1
0.88841,106.48
0.88279,105.75
0.87714,104.69
0.87146,103.14
0.86577,101.28
0.86006,99.223
0.85434,96.259
0.8486,92.912
0.84286,90.285
0.83713,89.175
0.83142,88.467
0.8257,87.98
0.81995,87.793
0.81416,88.539
0.80835,90.816
0.80249,93.252
0.79654,94.405
0.79053,94.106
0.78445,93.398
0.77825,92.762
0.77186,92.792
0.76524,95.3
0.75845,99.24
0.75156,102.61
0.74462,103.95
0.73763,104.81
0.73052,105.46
0.72325,105.8
0.71578,105.89
0.70814,105.97
0.70033,106.06
0.69236,106.13
0.68422,102.94
0.6759,96.646
0.66743,91.079
0.65883,90.227
0.65008,98.268
0.64119,114.58
0.63219,137.49
0.62311,178.23
0.61393,278.62
0.60465,412.29
0.59531,545.18
0.58587,679.72
0.57634,836.77
0.56678,964.66
0.55729,1010.9
0.54785,1007.7
0.53843,999.39
0.52911,986.3
0.51996,955.73
0.51092,792.3
0.50202,552.11
0.4933,339.85
0.4848,222.53
0.47645,122.72
0.4683,46.579
0.46045,12.311
0.45289,14.196
0.44556,20.92
0.43851,29.78
0.43179,38.554
0.42534,50.012
0.41914,63.055
0.41328,72.944
0.40779,75.8
0.4025,76.477
0.39753,76.938
0.39307,77.517
0.38919,78.669
0.38561,80.642
0.38244,82.767
0.3798,84.322
0.37757,85.234
0.37557,86.032
0.37397,86.599
0.37294,86.808
0.37219,86.411
0.37158,85.682
0.37125,85.102
0.37131,85.379
0.37178,87.913
0.37254,91.274
0.37342,93.539
0.37442,93.775
0.37575,93.858
0.37731,93.941
0.37899,94.024
0.38083,95.481
0.38291,98.685
0.38509,101.72
0.38726,102.7
0.38941,101.78
0.3916,100.23
0.39384,99.018
0.39616,99.303
0.39853,102.26
0.40098,106.24
0.40353,109.26
0.40627,110.24
0.40927,110.78
0.41223,111.27
0.41484,112.04
0.4172,114.29
0.41944,117.93
0.42129,121.36
0.42254,123.08
0.42353,123.77
0.42435,124.26
0.42487,124.84
0.42498,125.83
0.42491,127.47
0.42472,129.46
0.42446,131.44
0.42404,133.18
0.4233,134.87
0.42235,136.61
0.42131,138.51
0.42012,140.68
0.41872,143.04
0.41715,145.46
0.41547,147.81
0.41355,149.97
0.41144,152.14
0.40926,154.59
0.40709,157.63
0.40489,161.5
0.40263,165.8
0.40029,170.07
0.39785,174.02
0.39532,177.87
0.39271,181.85
0.39003,186.15
0.38726,190.7
0.38441,195.55
0.38151,200.95
0.37858,207.27
0.37562,215.27
0.37261,224.3
0.36956,233.33
0.36647,241.51
0.36333,249.16
0.36015,256.86
0.35695,265.14
0.35372,274.48
0.35046,284.7
0.34718,295.27
0.34391,305.64
0.34064,316.11
0.33737,326.64
0.33411,336.7
0.33089,345.81
0.32769,354.25
0.32452,362.16
0.32134,369.57
0.31815,376.57
0.31496,383.3
0.31176,389.53
0.30854,394.99
0.30529,399.9
0.30201,404.53
0.29874,408.33
0.29551,410.76
0.29233,412.49
0.28918,413.9
0.28604,414.78
0.2829,414.59
0.27978,410.85
0.27667,404.39
0.27356,396.75
0.27045,388.53
0.26733,377.89
0.26421,365.31
0.2611,351.45
0.25798,335.45
0.25487,316.71
0.25175,297
0.24863,278.01
0.24551,258.95
0.2424,239.84
0.23928,221.77
0.23617,205.7
0.23305,191.14
0.22994,177.51
0.22686,164.38
0.22384,150.9
0.22086,136.81
0.21791,124.15
0.21496,115.05
0.212,109.58
0.20906,105.53
0.20613,101.78
0.20324,97.174
0.20039,90.405
0.19758,83.285
0.19477,78.485
0.19195,77.831
0.18912,77.913
0.18629,77.994
0.18347,78.076
0.18064,77.259
0.1778,74.415
0.17497,71.36
0.17217,70.016
0.16939,71.446
0.16663,74.424
0.16389,77.411
0.16118,78.959
0.15847,79.631
0.15579,80.132
0.15312,80.726
0.15049,81.836
0.14787,83.998
